regiao
AC - Acre
AL - Alagoas
AM - Amazonas
AP - Amapá
BA - Bahia
CE - Ceará
DF - Brasília
ES - Espírito Santo
GO - Goiás
GO - Sudeste de Goiás
MA - Maranhão
MG - Met.BH-Centro Oeste-Zona Mata-C. Vertentes
MG - Sul
MG - Triângulo mineiro
MG - Vale do Aço-Norte-Vale Jequitinhonha
MS - Mato Grosso do Sul
MT - Mato Grosso
PA - Pará
PB - Paraíba
PE - Pernambuco
PI - Piaui
PR - Demais regiões
PR - F.Iguaþu-Medianeira-Cascavel-Toledo
PR - Met. Curitiba
RJ - Interior
RJ - Met. do Rio de Janeiro
RN - Rio Grande do Norte
RO - Rondônia
RR - Roraima
RS - Demais regiões
RS - Met. Porto Alegre e Caxias do Sul
SC - Blumenau e demais regiões
SC - Met. Florianópolis e Sul
SC - Oeste
SE - Sergipe
SP - Grande Campinas
SP - Litoral Norte e Baixada Santista
SP - Met. de São Paulo
SP - Ribeirão Preto e Demais Mun. de Campinas
SP - Vale do Paraíba e Ribeira
TO - Tocantins
